,Unnamed: 0,Unnamed: 0.1,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,resale_price_norm,year,remaining_lease_years,address,latitude,longitude,mrt_dist,mrt_station,no_of_mrt_within_1km,bus_dist,road_name,bus_stop_code,no_of_bus_within_1km,school_dist,school_name,school_zone,school_type,school_level,school_sap,school_ip,no_of_schools_within_1km
59,59,64315,2020-01,ANG MO KIO,4 ROOM,229,ANG MO KIO AVE 3,04 TO 06,91.0,New Generation,1978,685.0,338000.0,12.73080117,2020,2020,229 ANG MO KIO AVE 3 Singapore,1.3690836000000002,103.8382463,1.2651173635326958,Ang Mo Kio,0,0.16433435213624328,Ang Mo Kio Ave 3,54219,11,0.11756890444993304,ANG MO KIO PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
60,60,64316,2020-01,ANG MO KIO,4 ROOM,427,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,693.0,390000.0,12.87390202,2020,2020,427 ANG MO KIO AVE 3 Singapore,1.3693544,103.8544609,0.5467952323398031,Ang Mo Kio,1,0.05913221760402189,Ang Mo Kio Ave 3,54279,5,0.3731037085659903,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
61,61,64317,2020-01,ANG MO KIO,4 ROOM,229,ANG MO KIO AVE 3,07 TO 09,91.0,New Generation,1978,,383000.0,12.85579027,2020,2020,229 ANG MO KIO AVE 3 Singapore,1.3690836000000002,103.8382463,1.2651173635326958,Ang Mo Kio,0,0.16433435213624328,Ang Mo Kio Ave 3,54219,11,0.11756890444993304,ANG MO KIO PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
62,62,64318,2020-01,ANG MO KIO,4 ROOM,173,ANG MO KIO AVE 4,10 TO 12,91.0,New Generation,1982,733.0,385000.0,12.86099861,2020,2020,173 ANG MO KIO AVE 4 Singapore,1.3753976,103.8360724,1.2121346819095062,Yio Chu Kang,0,0.19516501672466985,Ang Mo Kio Ave 4,54191,4,0.09327784425045671,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
63,63,64319,2020-01,ANG MO KIO,4 ROOM,179,ANG MO KIO AVE 5,01 TO 03,91.0,New Generation,1981,724.0,348000.0,12.75995776,2020,2020,179 ANG MO KIO AVE 5 Singapore,1.3768610000000001,103.83643470000001,1.0898163912439847,Yio Chu Kang,0,0.14921656950648454,Ang Mo Kio Ave 5,55111,4,0.10291795463854897,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
64,64,64320,2020-01,ANG MO KIO,4 ROOM,179,ANG MO KIO AVE 5,01 TO 03,91.0,New Generation,1981,723.0,350000.0,12.76568843,2020,2020,179 ANG MO KIO AVE 5 Singapore,1.3768610000000001,103.83643470000001,1.0898163912439847,Yio Chu Kang,0,0.14921656950648454,Ang Mo Kio Ave 5,55111,4,0.10291795463854897,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
65,65,64321,2020-01,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,04 TO 06,90.0,Model A,2003,992.0,590800.0,13.28923283,2020,2020,700B ANG MO KIO AVE 6 Singapore,1.3694784,103.8458551,0.4193884595642516,Ang Mo Kio,1,0.05254864843831812,Ang Mo Kio Ave 3,54241,5,0.4321887810975275,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
66,66,64322,2020-01,ANG MO KIO,4 ROOM,507,ANG MO KIO AVE 8,01 TO 03,91.0,New Generation,1980,714.0,378000.0,12.84264947,2020,2020,507 ANG MO KIO AVE 8 Singapore,1.3744348,103.8502032,0.4950933353332829,Ang Mo Kio,1,0.06892898702863176,Ang Mo Kio St 53,54441,8,0.14058419926671742,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
67,67,64323,2020-01,ANG MO KIO,4 ROOM,625,ANG MO KIO AVE 9,10 TO 12,92.0,New Generation,1980,716.0,425000.0,12.95984445,2020,2020,625 ANG MO KIO AVE 9 Singapore,1.3822555,103.8412354,0.41353562050177783,Yio Chu Kang,1,0.11624353038096888,Ang Mo Kio St 61,55169,12,0.2072737949431617,PRESBYTERIAN HIGH SCHOOL,SOUTH,GOVERNMENT-AIDED SCH,SECONDARY,No,No,2
68,68,64324,2020-01,ANG MO KIO,4 ROOM,622,ANG MO KIO AVE 9,10 TO 12,100.0,New Generation,1980,716.0,396000.0,12.88916949,2020,2020,622 ANG MO KIO AVE 9 Singapore,1.3821158000000002,103.8396628,0.5860370460390126,Yio Chu Kang,1,0.08355014307901819,Ang Mo Kio Ave 4,55149,9,0.3349875717797635,ANDERSON PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
69,69,64325,2020-01,ANG MO KIO,4 ROOM,353,ANG MO KIO ST 32,07 TO 09,90.0,Model A,2001,968.0,510000.0,13.142166,2020,2020,353 ANG MO KIO ST 32 Singapore,1.3640602,103.8516073,0.7002110670003208,Ang Mo Kio,1,0.08606831436246083,Ang Mo Kio Ave 8,54321,8,0.19122460878335468,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
70,70,64326,2020-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,16 TO 18,95.0,Model A,2001,969.0,582000.0,13.27422573,2020,2020,352 ANG MO KIO ST 32 Singapore,1.3646305,103.85064240000001,0.6111853856433003,Ang Mo Kio,1,0.2047886282991402,Ang Mo Kio Ave 8,54329,11,0.08613298056246886,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
71,71,64327,2020-01,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,13 TO 15,90.0,DBSS,2011,1087.0,639000.0,13.36765973,2020,2020,588B ANG MO KIO ST 52 Singapore,1.3720186,103.85303409999999,0.4425955852424991,Ang Mo Kio,1,0.1256391781828832,Ang Mo Kio St 52,54409,6,0.1433494238874156,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
72,72,64328,2020-01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,16 TO 18,90.0,DBSS,2011,1087.0,723888.0,13.49239196,2020,2020,588C ANG MO KIO ST 52 Singapore,1.3718689,103.8535776,0.488597191556528,Ang Mo Kio,1,0.09024639214606724,Ang Mo Kio St 52,54411,6,0.1954713371194644,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
73,73,64329,2020-01,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,01 TO 03,119.0,Improved,1979,697.0,485000.0,13.09190417,2020,2020,439 ANG MO KIO AVE 10 Singapore,1.3663578,103.8532832,0.5788021622010558,Ang Mo Kio,1,0.2252871638699708,Ang Mo Kio Ave 8,54329,7,0.11799343969029508,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
74,74,64330,2020-01,ANG MO KIO,5 ROOM,401,ANG MO KIO AVE 10,01 TO 03,119.0,Improved,1979,700.0,465000.0,13.04979268,2020,2020,401 ANG MO KIO AVE 10 Singapore,1.3610716,103.8553668,1.1848336551305814,Ang Mo Kio,0,0.1500002934662225,Ang Mo Kio Ave 10,54371,9,0.2393515549323543,TOWNSVILLE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
75,75,64331,2020-01,ANG MO KIO,5 ROOM,439,ANG MO KIO AVE 10,10 TO 12,119.0,Improved,1979,,535000.0,13.19002203,2020,2020,439 ANG MO KIO AVE 10 Singapore,1.3663578,103.8532832,0.5788021622010558,Ang Mo Kio,1,0.2252871638699708,Ang Mo Kio Ave 8,54329,7,0.11799343969029508,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
76,76,64332,2020-01,ANG MO KIO,5 ROOM,458,ANG MO KIO AVE 10,16 TO 18,120.0,Improved,1980,,580000.0,13.27078338,2020,2020,458 ANG MO KIO AVE 10 Singapore,1.3666504,103.8595793,1.1723398546727208,Ang Mo Kio,0,0.2724812370326054,Berwick Dr,66291,8,0.8103556346035502,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
77,77,64333,2020-01,ANG MO KIO,5 ROOM,101,ANG MO KIO AVE 3,07 TO 09,117.0,Standard,1978,685.0,450000.0,13.01700286,2020,2020,101 ANG MO KIO AVE 3 Singapore,1.3702489,103.8394238,1.13015859315545,Ang Mo Kio,0,0.03762515374398242,Ang Mo Kio Ave 3,54221,9,0.16173084871759114,ANG MO KIO PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
78,78,64334,2020-01,ANG MO KIO,5 ROOM,423,ANG MO KIO AVE 3,01 TO 03,133.0,Improved,1993,867.0,700000.0,13.45883561,2020,2020,423 ANG MO KIO AVE 3 Singapore,1.3687122,103.851562,0.26355530364775603,Ang Mo Kio,1,0.07409820889855959,Ang Mo Kio Ave 3,54269,3,0.3094572606992129,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
79,79,64335,2020-01,ANG MO KIO,5 ROOM,501,ANG MO KIO AVE 5,10 TO 12,121.0,Improved,1981,,530000.0,13.18063229,2020,2020,501 ANG MO KIO AVE 5 Singapore,1.3759816,103.8488444,0.6674818245939704,Ang Mo Kio,2,0.12900398307421007,Ang Mo Kio Ave 5,54359,11,0.3476251258528562,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
80,80,64336,2020-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,10 TO 12,118.0,Improved,1980,715.0,645000.0,13.377005599999999,2020,2020,520 ANG MO KIO AVE 5 Singapore,1.373385,103.851224,0.4155264135238809,Ang Mo Kio,1,0.06683110854466322,Ang Mo Kio St 52,54401,7,0.10087053521057585,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
81,81,64337,2020-01,ANG MO KIO,5 ROOM,710,ANG MO KIO AVE 8,16 TO 18,117.0,Improved,1980,718.0,630000.0,13.353475099999999,2020,2020,710 ANG MO KIO AVE 8 Singapore,1.3710763000000001,103.8482103,0.1926659681197593,Ang Mo Kio,1,0.060000318091081146,Ang Mo Kio Ave 8,54399,3,0.408505751403005,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
82,82,64338,2020-01,ANG MO KIO,5 ROOM,596A,ANG MO KIO ST 52,28 TO 30,110.0,Improved,2002,983.0,789000.0,13.578521599999998,2020,2020,596A ANG MO KIO ST 52 Singapore,1.3725174,103.8509332,0.31491110914632464,Ang Mo Kio,1,0.09149195089063639,Ang Mo Kio St 52,54401,5,0.154976955564494,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
83,83,64339,2020-01,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,07 TO 09,120.0,DBSS,2011,1087.0,840000.0,13.64115717,2020,2020,588B ANG MO KIO ST 52 Singapore,1.3720186,103.85303409999999,0.4425955852424991,Ang Mo Kio,1,0.1256391781828832,Ang Mo Kio St 52,54409,6,0.1433494238874156,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
84,84,64340,2020-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,117.0,DBSS,2011,1087.0,819800.0,13.61681569,2020,2020,588A ANG MO KIO ST 52 Singapore,1.3720758,103.8526491,0.40962540744795317,Ang Mo Kio,1,0.09035324431188026,Ang Mo Kio St 52,54409,5,0.10973360020515366,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
85,85,64341,2020-01,ANG MO KIO,EXECUTIVE,576,ANG MO KIO AVE 10,07 TO 09,163.0,Adjoined flat,1980,,770000.0,13.55414579,2020,2020,576 ANG MO KIO AVE 10 Singapore,1.3713958000000002,103.85486590000001,0.6061845365786162,Ang Mo Kio,1,0.07409456157002811,Ang Mo Kio St 52,54419,7,0.3339394626092447,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
86,86,64342,2020-01,ANG MO KIO,EXECUTIVE,623,ANG MO KIO AVE 9,07 TO 09,150.0,Adjoined flat,1980,716.0,623000.0,13.342301800000001,2020,2020,623 ANG MO KIO AVE 9 Singapore,1.3826973999999999,103.8408731,0.46198134626440046,Yio Chu Kang,1,0.07794890181419045,Ang Mo Kio Ave 9,55159,13,0.22521270568071974,ANDERSON PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
87,87,64343,2020-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,10 TO 12,68.0,New Generation,1980,713.0,285000.0,12.56024446,2020,2020,550 BEDOK NTH AVE 1 Singapore,1.3324693,103.9264548,0.8667395592721026,Bedok Reservoir,2,0.055632209408701346,Bedok Nth St 3,84409,8,0.44278782655977766,DAMAI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
88,88,64344,2020-01,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67.0,New Generation,1979,,293000.0,12.58792789,2020,2020,424 BEDOK NTH AVE 1 Singapore,1.3284794,103.92754090000001,0.5753762279216824,Bedok,1,0.08952308095760997,Bedok Nth Ave 1,84309,4,0.5071587843083412,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
89,89,64345,2020-01,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,04 TO 06,67.0,New Generation,1979,702.0,260000.0,12.46843691,2020,2020,521 BEDOK NTH AVE 1 Singapore,1.3302395,103.9268158,0.7853001635036253,Bedok,1,0.04459784242504831,Bedok Nth Ave 1,84379,5,0.5673262411028869,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
90,90,64346,2020-01,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,04 TO 06,67.0,New Generation,1978,694.0,295000.0,12.59473064,2020,2020,418 BEDOK NTH AVE 2 Singapore,1.3283185,103.93007879999999,0.475620856075706,Bedok,1,0.09223584073693257,Bedok Nth Ave 2,84339,8,0.26250966851403973,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
91,91,64347,2020-01,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,07 TO 09,82.0,New Generation,1978,694.0,310000.0,12.64432758,2020,2020,418 BEDOK NTH AVE 2 Singapore,1.3283185,103.93007879999999,0.475620856075706,Bedok,1,0.09223584073693257,Bedok Nth Ave 2,84339,8,0.26250966851403973,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
92,92,64348,2020-01,BEDOK,3 ROOM,102,BEDOK NTH AVE 4,07 TO 09,67.0,New Generation,1977,678.0,265000.0,12.487485099999999,2020,2020,102 BEDOK NTH AVE 4 Singapore,1.3338732,103.9374662,0.5748280380266947,Bedok Reservoir,1,0.159003413089583,Bedok Nth Ave 4,84251,9,0.21726250720659443,BEDOK GREEN SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
93,93,64349,2020-01,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,13 TO 15,82.0,New Generation,1977,678.0,332000.0,12.71289025,2020,2020,105 BEDOK NTH AVE 4 Singapore,1.3336952,103.936605,0.5083235740621006,Bedok Reservoir,1,0.24951047791842015,Bedok Nth Ave 4,84251,8,0.1226245219072083,BEDOK GREEN SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
94,94,64350,2020-01,BEDOK,3 ROOM,74,BEDOK NTH RD,07 TO 09,59.0,Improved,1978,685.0,235000.0,12.36734079,2020,2020,74 BEDOK NTH RD Singapore,1.3274812,103.94208909999999,0.4883791216763723,Tanah Merah,1,0.1823006453084475,New Upp Changi Rd,84061,4,0.3141140483218095,ANGLICAN HIGH SCHOOL,EAST,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,1
95,95,64351,2020-01,BEDOK,3 ROOM,77,BEDOK NTH RD,10 TO 12,60.0,Improved,1986,783.0,250000.0,12.429216199999999,2020,2020,77 BEDOK NTH RD Singapore,1.3287254,103.9419985,0.5223829045362819,Tanah Merah,1,0.21710094760478305,Bedok Nth Rd,84241,5,0.17544317674162907,ANGLICAN HIGH SCHOOL,EAST,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,1
96,96,64352,2020-01,BEDOK,3 ROOM,125,BEDOK NTH RD,07 TO 09,67.0,New Generation,1978,688.0,275000.0,12.52452638,2020,2020,125 BEDOK NTH RD Singapore,1.3288878999999998,103.9391884,0.8292578860787858,Tanah Merah,1,0.0749308723209907,Bedok Nth Rd,84249,6,0.3436339409355679,ANGLICAN HIGH SCHOOL,EAST,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,1
97,97,64353,2020-01,BEDOK,3 ROOM,75,BEDOK NTH RD,10 TO 12,59.0,Improved,1978,,268000.0,12.49874226,2020,2020,75 BEDOK NTH RD Singapore,1.3279201999999999,103.94208909999999,0.4927132703620924,Tanah Merah,1,0.23097016854241045,New Upp Changi Rd,84061,4,0.2653832547504634,ANGLICAN HIGH SCHOOL,EAST,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,1
98,98,64354,2020-01,BEDOK,3 ROOM,426,BEDOK NTH RD,01 TO 03,67.0,New Generation,1979,,262000.0,12.47609978,2020,2020,426 BEDOK NTH RD Singapore,1.3297889999999999,103.9288099,0.6574787451282773,Bedok,1,0.11378841753033071,Bedok Nth Rd,84329,6,0.3437383014088609,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
99,99,64355,2020-01,BEDOK,3 ROOM,74,BEDOK NTH RD,07 TO 09,59.0,Improved,1978,,237000.0,12.37581542,2020,2020,74 BEDOK NTH RD Singapore,1.3274812,103.94208909999999,0.4883791216763723,Tanah Merah,1,0.1823006453084475,New Upp Changi Rd,84061,4,0.3141140483218095,ANGLICAN HIGH SCHOOL,EAST,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,1
100,100,64356,2020-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,07 TO 09,68.0,New Generation,1979,,263000.0,12.47990931,2020,2020,419 BEDOK NTH ST 1 Singapore,1.3269030000000002,103.9281301,0.3928582438610398,Bedok,1,0.18747217512763092,Bedok Nth Ave 1,84309,6,0.530038185228229,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
101,101,64357,2020-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,688.0,226000.0,12.32829028,2020,2020,502 BEDOK NTH ST 3 Singapore,1.331641,103.9312118,0.5883162845669577,Bedok Reservoir,2,0.10457264927001968,Bedok Nth Rd,84341,6,0.21663514761685304,FENGSHAN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
102,102,64358,2020-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,10 TO 12,67.0,New Generation,1979,703.0,241000.0,12.39255221,2020,2020,525 BEDOK NTH ST 3 Singapore,1.3347268,103.9290365,0.4941667414169582,Bedok Reservoir,1,0.10258891433153103,Bedok Nth St 3,84411,6,0.2881823141783551,DAMAI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
103,103,64359,2020-01,BEDOK,3 ROOM,540,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,714.0,245000.0,12.40901349,2020,2020,540 BEDOK NTH ST 3 Singapore,1.3311815,103.9220574,0.6360312613290368,Bedok North,1,0.24876911797851525,Bedok Nth St 3,84381,5,0.5246334284076183,PING YI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
104,104,64360,2020-01,BEDOK,3 ROOM,509,BEDOK NTH ST 3,01 TO 03,67.0,New Generation,1979,704.0,238000.0,12.38002595,2020,2020,509 BEDOK NTH ST 3 Singapore,1.3339204,103.9310499,0.37266185067564706,Bedok Reservoir,1,0.09566348517111896,Bedok Nth St 3,84449,8,0.1626480197302232,YU NENG PRIMARY SCHOOL,na,na,na,na,na,4
105,105,64361,2020-01,BEDOK,3 ROOM,545,BEDOK NTH ST 3,04 TO 06,82.0,New Generation,1980,712.0,308888.0,12.64073403,2020,2020,545 BEDOK NTH ST 3 Singapore,1.3301452,103.924142,0.8845888366036411,Bedok North,2,0.07252708136327883,Bedok Nth St 3,84381,6,0.546397946217635,PING YI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
106,106,64362,2020-01,BEDOK,3 ROOM,532,BEDOK NTH ST 3,10 TO 12,68.0,New Generation,1980,709.0,290000.0,12.577636199999999,2020,2020,532 BEDOK NTH ST 3 Singapore,1.3340174999999999,103.925139,0.7997825470367125,Bedok North,1,0.1590190270249095,Bedok Nth St 3,84391,7,0.3407763411286219,DAMAI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
107,107,64363,2020-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,10 TO 12,67.0,New Generation,1979,702.0,285000.0,12.56024446,2020,2020,525 BEDOK NTH ST 3 Singapore,1.3347268,103.9290365,0.4941667414169582,Bedok Reservoir,1,0.10258891433153103,Bedok Nth St 3,84411,6,0.2881823141783551,DAMAI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
108,108,64364,2020-01,BEDOK,3 ROOM,536,BEDOK NTH ST 3,10 TO 12,82.0,New Generation,1980,,328000.0,12.70076889,2020,2020,536 BEDOK NTH ST 3 Singapore,1.3334447,103.92296379999999,0.5822356504881729,Bedok North,1,0.18505842963447985,Bedok Nth St 3,84391,6,0.34052395187554246,DAMAI PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
109,109,64365,2020-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,01 TO 03,67.0,New Generation,1979,702.0,250000.0,12.429216199999999,2020,2020,525 BEDOK NTH ST 3 Singapore,1.3347268,103.9290365,0.4941667414169582,Bedok Reservoir,1,0.10258891433153103,Bedok Nth St 3,84411,6,0.2881823141783551,DAMAI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
110,110,64366,2020-01,BEDOK,3 ROOM,542,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1985,776.0,245000.0,12.40901349,2020,2020,542 BEDOK NTH ST 3 Singapore,1.3307383,103.9227825,0.7280066472733304,Bedok North,1,0.16434689271971623,Bedok Nth St 3,84381,7,0.509661061012064,PING YI SECONDARY SCHOOL,EAST,GOVERNMENT SCHOOL,SECONDARY,No,No,2
111,111,64367,2020-01,BEDOK,3 ROOM,105,BEDOK RESERVOIR RD,04 TO 06,70.0,New Generation,1985,776.0,275000.0,12.52452638,2020,2020,105 BEDOK RESERVOIR RD Singapore,1.3291336,103.909188,0.6609251852186907,Kaki Bukit,1,0.2722987281787221,Bedok Reservoir Rd,72069,8,0.32478813985907135,TELOK KURAU PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
112,112,64368,2020-01,BEDOK,3 ROOM,628,BEDOK RESERVOIR RD,07 TO 09,67.0,New Generation,1983,745.0,288000.0,12.57071576,2020,2020,628 BEDOK RESERVOIR RD Singapore,1.3349541999999999,103.91498809999999,0.34260147992673046,Bedok North,2,0.1006272070251501,Bedok Reservoir Rd,84491,6,0.5907562616912204,TELOK KURAU PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
113,113,64369,2020-01,BEDOK,3 ROOM,615,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,724.0,280000.0,12.54254488,2020,2020,615 BEDOK RESERVOIR RD Singapore,1.3322067,103.9155772,0.4378140134857158,Bedok North,2,0.11906635516122958,Bedok Reservoir Rd,84501,6,0.5106681423206676,TELOK KURAU PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
114,114,64370,2020-01,BEDOK,3 ROOM,704,BEDOK RESERVOIR RD,01 TO 03,68.0,New Generation,1981,726.0,260000.0,12.46843691,2020,2020,704 BEDOK RESERVOIR RD Singapore,1.3365333000000001,103.9203354,0.2900235924109573,Bedok North,1,0.12836250060125975,Bedok Reservoir Rd,84469,8,0.11128256859179966,DAMAI PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
115,115,64371,2020-01,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1982,737.0,278000.0,12.53537639,2020,2020,616 BEDOK RESERVOIR RD Singapore,1.3318081,103.9148975,0.5207082100764525,Bedok North,2,0.1805928075678106,Bedok Reservoir Rd,84511,8,0.42939058829492827,TELOK KURAU PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
116,116,64372,2020-01,BEDOK,3 ROOM,713,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1981,726.0,280000.0,12.54254488,2020,2020,713 BEDOK RESERVOIR RD Singapore,1.336814,103.92241999999999,0.5148902547228176,Bedok North,1,0.06863312931800997,Bedok Reservoir Rd,84479,10,0.1851595851200148,DAMAI PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
117,117,64373,2020-01,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1980,718.0,300000.0,12.61153775,2020,2020,703 BEDOK RESERVOIR RD Singapore,1.3371946000000001,103.9198822,0.2952907941154857,Bedok North,1,0.03954866749903029,Bedok Reservoir Rd,84469,7,0.19928157241293548,DAMAI PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
118,118,64374,2020-01,BEDOK,3 ROOM,704,BEDOK RESERVOIR RD,07 TO 09,68.0,New Generation,1981,726.0,300000.0,12.61153775,2020,2020,704 BEDOK RESERVOIR RD Singapore,1.3365333000000001,103.9203354,0.2900235924109573,Bedok North,1,0.12836250060125975,Bedok Reservoir Rd,84469,8,0.11128256859179966,DAMAI PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
119,119,64375,2020-01,BEDOK,3 ROOM,2,BEDOK STH AVE 1,13 TO 15,65.0,Improved,1976,,250500.0,12.4312142,2020,2020,2 BEDOK STH AVE 1 Singapore,1.3213137,103.9333467,0.462684457816242,Bedok,1,0.2631598825952929,Bedok Sth Rd,84119,8,0.36417772624075556,TEMASEK JUNIOR COLLEGE,EAST,GOVERNMENT SCHOOL,MIXED LEVELS,No,Yes,2
120,120,64376,2020-01,BEDOK,3 ROOM,1,BEDOK STH AVE 1,10 TO 12,59.0,Improved,1976,,243000.0,12.40081672,2020,2020,1 BEDOK STH AVE 1 Singapore,1.3209084999999998,103.9342244,0.5666803856264291,Bedok,1,0.16487206919468655,Bedok Sth Rd,84119,8,0.26824549200077474,TEMASEK JUNIOR COLLEGE,EAST,GOVERNMENT SCHOOL,MIXED LEVELS,No,Yes,2
